Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0804~Transcription	317	11.193502824858758	2.5831088325492742E-8	Q9UKT9, Q15654, Q9H0E3, Q6P2D0, Q14207, Q9UKD1, Q12824, P20719, O00268, Q63ZY3, Q96BN2, Q9Y4K0, O43318, Q9Y2G1, Q8NEY8, Q8IZQ8, Q96JM7, Q9H160, Q9Y2G9, Q92610, Q9UBS8, Q9Y2X0, Q13485, P20290, Q15545, Q9BY66, Q16513, Q7LBC6, Q96F45, O15090, Q8IVH2, Q8TEV9, P10244, O60216, Q8IWI9, Q9Y2Y4, Q8WY36, Q9ULX6, Q96EB6, Q13131, Q9UQR1, Q15678, Q16649, Q9UKV8, P27695, Q96IZ0, Q9NYF8, Q9UPP1, Q9NRY4, Q9Y6Q9, Q12968, O75486, P62380, O75362, Q9NWS0, Q5T5X7, Q8TD26, Q96KM6, Q6DD87, Q9UJU3, Q14592, P49116, Q9UK61, Q96FC9, Q53T94, O14686, Q5VUA4, P06400, Q8WVM0, Q16650, Q9C005, Q16539, Q6NUN9, P35869, Q9C009, Q9Y618, P10588, Q86TJ2, P10589, O75475, Q86WP2, Q86VN1, P36954, Q04724, Q6N043, Q04726, P19838, Q9H9C1, P56270, P52630, Q9UL18, P54252, Q5T3J3, Q9UHJ3, Q9Y224, Q9BTA9, Q6MZP7, Q8WUA4, Q9BYK8, O14744, Q8N2W9, P28358, O14503, Q12873, Q86W54, Q92769, Q9Y232, P46100, P22392, Q15906, P19784, Q9ULC4, O00482, P17482, P08651, P42771, Q3T8J9, Q6ZN18, Q92766, Q3L8U1, P98177, O75448, Q9H5Q4, Q8ND82, Q7Z401, Q9H501, Q9NR48, Q8NA19, Q9NZU5, P35680, Q96PK6, Q99829, Q9NVM6, P49711, Q15361, Q16576, Q9ULU4, Q9UNY4, Q96C00, O94972, P82979, Q15369, Q9BSM1, Q9UEG4, O00255, Q8N9R8, Q6KC79, Q09028, P11474, O00257, Q9HCK8, P11362, Q9Y2F5, O14896, Q68D10, Q15014, Q9Y2W1, P28347, Q96RN5, P78545, O96006, Q7Z4G1, Q6P1J9, P29375, Q12789, Q9GZS1, Q96T92, Q7Z589, Q9Y3Q8, P17028, P63167, Q96PQ6, Q96T88, Q9Y4C1, Q96EK4, Q4LE39, Q16236, O60281, P62875, P42226, Q9UBK9, Q9UPW6, P49773, Q6P1K8, Q13887, P50549, Q99081, Q8IWA0, Q9Y6Y1, Q9UI95, Q13772, O43293, Q9UBL3, O94763, Q9BTT4, O96028, Q9P1Z2, O75529, Q9BRP0, P49642, Q8N726, Q6Q0C0, Q9H307, O15264, O60829, P29590, Q460N5, O60828, P15622, Q63HK5, Q4VC44, Q96L73, Q9H6W3, P41235, P17010, Q9Y4E5, P0DI82, Q5T0F9, Q9Y330, Q969R5, Q9Y692, Q9NSC2, Q15047, Q99626, Q8N720, Q16254, Q9BXK1, A0AVK6, O95625, O15156, P11831, P78317, Q8NB78, Q9BWH6, P41223, Q9Y6J9, P24468, Q9BWH2, Q16385, P06733, O95633, O75626, Q9Y5Q3, Q5EBL2, Q7L3S4, Q9P1T7, Q9Y5Q8, Q6UUV9, Q6EEV4, Q8WUY8, Q8IXH7, Q9Y5A6, Q9HC52, Q6P1N0, Q8N5U6, Q6UUV7, Q9H7N4, P05412, P22670, Q13568, Q08117, Q8TCN5, P19387, P19388, Q9H9A5, Q01831, P14373, Q92922, Q9HC44, Q14781, Q9H5I1, P50750, Q969F1, Q96QE5, Q9P0T4, Q71F56, P18146, Q9UIF9, O75164, P35712, Q9UIF8, Q00059, O14802, Q68DI1, Q9H582, Q8IYH5, P68036, Q6P4R8, O60341, Q00978, Q969V6, Q8NEA6, Q8WUF5, P27540, Q9UIG0, P0CAP2, Q9GZT3, P19484, P35269, P51858, O00411, O75151, Q9Y4B6, P63272, O60356, Q6W2J9, P58012, O15226, Q96JF6, Q5TGY3, Q13112, Q14684, P21675, Q9UHV7, Q6PL18	1705	388	2430	1.1644193850711975	4.623754190080653E-6	4.623764810263201E-6	4.623764810263201E-6
UP_KW_BIOLOGICAL_PROCESS	KW-0805~Transcription regulation	301	10.628531073446327	5.338847391633577E-8	Q9UKT9, Q15654, Q9H0E3, Q6P2D0, Q14207, Q9UKD1, Q12824, P20719, O00268, Q63ZY3, Q96BN2, Q9Y4K0, O43318, Q9Y2G1, Q8NEY8, Q8IZQ8, Q96JM7, Q9H160, Q9Y2G9, Q92610, Q9UBS8, Q9Y2X0, Q13485, P20290, Q15545, Q9BY66, Q16513, Q7LBC6, Q96F45, O15090, Q8IVH2, Q8TEV9, P10244, O60216, Q8IWI9, Q9Y2Y4, Q8WY36, Q9ULX6, Q96EB6, Q13131, Q9UQR1, Q15678, Q16649, Q9UKV8, P27695, Q96IZ0, Q9NYF8, Q9UPP1, Q9NRY4, Q9Y6Q9, Q12968, O75486, P62380, O75362, Q9NWS0, Q5T5X7, Q8TD26, Q96KM6, Q6DD87, Q9UJU3, Q14592, P49116, Q9UK61, Q96FC9, Q53T94, O14686, Q5VUA4, P06400, Q8WVM0, Q16650, Q9C005, Q16539, Q6NUN9, P35869, Q9C009, Q9Y618, P10588, Q86TJ2, P10589, O75475, Q86WP2, Q86VN1, Q04724, Q6N043, Q04726, P19838, Q9H9C1, P56270, P52630, Q9UL18, P54252, Q5T3J3, Q9UHJ3, Q9Y224, Q9BTA9, Q6MZP7, Q9BYK8, O14744, Q8N2W9, P28358, O14503, Q12873, Q86W54, Q92769, Q9Y232, P46100, P22392, Q15906, P19784, Q9ULC4, O00482, P17482, P08651, P42771, Q3T8J9, Q6ZN18, Q92766, Q3L8U1, P98177, O75448, Q9H5Q4, Q8ND82, Q7Z401, Q9H501, Q9NR48, Q8NA19, Q9NZU5, P35680, Q96PK6, Q99829, Q9NVM6, P49711, Q15361, Q16576, Q9ULU4, Q9UNY4, Q96C00, P82979, Q15369, Q9BSM1, Q9UEG4, O00255, Q8N9R8, Q6KC79, Q09028, P11474, O00257, Q9HCK8, P11362, Q9Y2F5, O14896, Q68D10, Q15014, Q9Y2W1, P28347, Q96RN5, P78545, O96006, Q7Z4G1, Q6P1J9, P29375, Q96T92, Q7Z589, Q9Y3Q8, P17028, P63167, Q96PQ6, Q96T88, Q9Y4C1, Q96EK4, Q4LE39, Q16236, O60281, P42226, Q9UBK9, Q9UPW6, P49773, Q6P1K8, Q13887, P50549, Q99081, Q8IWA0, Q9Y6Y1, Q9UI95, Q13772, O43293, Q9UBL3, O94763, Q9BTT4, O96028, Q9P1Z2, O75529, Q9BRP0, Q8N726, Q6Q0C0, Q9H307, O15264, O60829, P29590, Q460N5, O60828, P15622, Q63HK5, Q4VC44, Q96L73, Q9H6W3, P41235, P17010, Q9Y4E5, Q5T0F9, Q9Y330, Q969R5, Q9Y692, Q9NSC2, Q15047, Q99626, Q8N720, Q16254, Q9BXK1, A0AVK6, O95625, O15156, P11831, P78317, Q8NB78, P41223, Q9Y6J9, P24468, Q9BWH2, Q16385, P06733, O95633, O75626, Q9Y5Q3, Q5EBL2, Q7L3S4, Q9P1T7, Q6UUV9, Q8WUY8, Q8IXH7, Q9Y5A6, Q9HC52, Q6P1N0, Q8N5U6, Q6UUV7, Q9H7N4, P05412, P22670, Q13568, Q08117, Q8TCN5, Q9H9A5, Q01831, P14373, Q92922, Q9HC44, Q14781, Q9H5I1, P50750, Q96QE5, Q9P0T4, Q71F56, P18146, Q9UIF9, O75164, P35712, Q9UIF8, Q00059, Q68DI1, Q9H582, Q8IYH5, P68036, Q6P4R8, O60341, Q00978, Q969V6, Q8NEA6, Q8WUF5, P27540, Q9UIG0, Q9GZT3, P19484, P35269, P51858, O75151, Q9Y4B6, P63272, O60356, Q6W2J9, P58012, O15226, Q96JF6, Q5TGY3, Q13112, Q14684, P21675, Q9UHV7, Q6PL18	1705	368	2430	1.1657369628968508	9.556491413209578E-6	4.778268415512052E-6	4.778268415512052E-6
UP_KW_BIOLOGICAL_PROCESS	KW-0131~Cell cycle	168	5.932203389830509	0.008507836580812519	Q15019, Q9BTV5, Q6P1J9, Q9HAW4, Q8TEW0, Q9NNW5, Q14207, P33992, P33993, Q12824, P33991, P51587, P48729, O60566, Q96T88, Q96IK1, Q9BYG5, P11171, Q99640, Q8NCD3, P25205, P09496, Q8NDF8, Q9H6H4, O43683, Q13526, Q16513, Q12834, O75896, Q8N4N8, Q9UQ88, O43684, Q9NVX0, O75410, P57059, Q96PY6, Q53EZ4, Q8NG31, O96013, O76064, P16104, O60216, Q6PGN9, Q99871, Q9P2K8, P46013, Q16763, Q9UI95, Q9BS18, Q15398, Q9BW19, Q9UM13, O94762, Q13257, Q8N726, Q9UPP1, Q7Z7K6, O15264, O75400, Q562F6, Q7Z3K3, P52732, Q99986, Q9NR09, Q6UVJ0, Q9Y6I4, Q00535, Q8NFH3, Q8NFH4, Q9BXS6, P61289, Q9H4B4, Q9Y6A5, Q9UH03, O94927, P06400, Q16254, A0AVK6, Q9BVW5, P35869, O95229, Q9BT25, Q8TD19, O95067, Q9H0Z9, Q9NVJ2, Q99618, Q96AY4, Q8IX90, O14976, Q5TKA1, Q6NUK4, O95997, P11802, P33552, P14635, Q6MZP7, Q9P258, Q96CT7, Q5T280, Q96DE5, Q9H6D7, Q9H082, Q13042, Q96R06, Q96HU1, Q08J23, Q86Y91, Q03188, P51957, P19784, Q6PJP8, Q9ULC4, Q8N0Z3, Q9UJX2, Q49MG5, Q99719, Q9UJX4, P42771, Q9UJX3, P05783, P42773, Q8N137, Q9H5I1, Q2NKX8, P98177, P04899, P30307, Q5VWQ8, O94964, Q7RTP6, Q13618, Q9UKB1, Q9NQS7, P85299, Q9NRM7, Q99661, Q9BRK4, Q96C92, Q15003, Q14676, Q13625, Q7Z4H7, Q8TDN4, P38936, Q09028, Q6KC79, Q9UJA3, Q9Y3P9, Q8ND76, Q53GT1, P11233, Q16181, Q9NXR1, O76095, Q9Y4B5, O60232, Q96MT8, P30260, Q9NYL2, Q13111, Q13112, Q9UKT4, Q8WW12, P21675, Q96FF9	1705	216	2430	1.1085043988269796	0.7833382792049448	0.5076342493218137	0.5076342493218137
UP_KW_BIOLOGICAL_PROCESS	KW-0679~Respiratory chain	23	0.8121468926553672	0.01194304677003486	O00217, P56556, O95169, Q9BW72, P99999, O43920, O43678, P03905, P07919, Q96CU9, O96000, O75251, Q9NX14, O14949, Q86Y39, Q16795, P00403, P49821, P47985, Q9Y241, P00156, P56181	1705	24	2430	1.3658357771260998	0.883594313148731	0.5344513429590599	0.5344513429590599
UP_KW_BIOLOGICAL_PROCESS	KW-0391~Immunity	93	3.283898305084746	0.01520235779950763	Q9H0E2, Q9NUD5, Q15139, Q13114, O75626, Q8IY21, Q9NRW3, Q8IXQ6, Q9C035, Q29983, Q8WXW3, Q04759, Q9Y2C9, Q9NWQ8, O15357, Q9BT09, Q9BWS9, Q9NUE0, Q9BY67, O15554, Q8WUQ7, Q01804, Q9Y3Z3, O75509, Q13325, Q7Z7L1, Q14258, P01031, Q9UQ84, Q9UII4, P78410, Q13568, O75179, Q08AE8, Q9UJC3, O00478, Q86VP1, Q86WV6, Q9BZL6, O14879, P13164, P14174, Q9NPH3, P41240, Q9P2K8, P55085, P00973, P20962, O94919, P02675, Q53HC0, Q6SZW1, A7MCY6, O14514, Q96D31, P02671, Q14149, P28068, Q5VWQ8, Q460N5, P29590, O60828, Q3KP66, O14802, Q96RS6, P60033, Q96PK6, Q6H3X3, Q8NI17, Q96AZ6, P09871, Q9NZ08, Q8TDB6, Q15646, P09913, O95786, P09914, P31941, Q13740, Q12899, P19484, O75113, Q86UT6, P17931, O60674, P51617, O00182, Q96ED9, Q14289, Q14166, P10909, Q8IUX4	1705	116	2430	1.1426332288401253	0.9355663068269701	0.5442444092223732	0.5442444092223732
UP_KW_BIOLOGICAL_PROCESS	KW-0819~tRNA processing	35	1.2358757062146892	0.02380349769114639	P78346, Q32P41, Q96FX7, Q9NXH9, O75648, O95059, Q6NUM6, Q7Z4G4, Q7L0Y3, Q9NNW5, Q8IZ69, Q9Y606, Q9BQ52, Q96S44, Q9BVS5, Q9H9T3, Q08J23, Q9BV44, Q9H633, O15091, O14717, Q96EB1, Q96SZ6, Q99575, Q96GJ1, Q8N0Z8, Q96Q11, Q9NPF4, Q9UET6, O60294, O75817, Q99714, P57081	1705	40	2430	1.2470674486803517	0.9865980726693433	0.7101376811192006	0.7101376811192006
UP_KW_BIOLOGICAL_PROCESS	KW-0051~Antiviral defense	34	1.2005649717514124	0.029381769527604674	O15162, P52630, Q9NUD5, Q8IZ81, Q8IY21, Q9NRW3, P29590, Q8IXQ6, Q9C035, O14802, Q05823, Q00978, Q96AZ6, Q9Y3Z3, Q8TDB6, P09913, Q15646, Q13325, Q7Z7L1, O95786, P09914, P31941, Q14258, Q9UII4, Q53F19, Q9C029, Q13568, Q08334, O14879, P13164, Q9P2K8, Q9NUL5, P00973, Q8IUX4	1705	39	2430	1.2424994360478232	0.9951952422364281	0.7513338207773196	0.7513338207773196
UP_KW_BIOLOGICAL_PROCESS	KW-0235~DNA replication	27	0.9533898305084746	0.06325781885505614	O94762, P49642, P54132, P33992, P33993, P33991, Q04837, P25205, Q16576, Q96FC9, P56282, Q9Y3Z3, P51530, Q7L590, Q9UFC0, P39748, Q09028, Q9UJA3, O43929, Q14181, O60870, P08651, Q15054, Q8TEA8, P49643, Q13111, Q13112	1705	31	2430	1.2413205940781382	0.9999916824820898	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0395~Inflammatory response	20	0.7062146892655368	0.06878197317708468	Q9H0E2, P78545, Q15139, P01031, Q5VWQ8, Q13546, Q13568, Q08722, O75882, Q9UJC3, Q9P0M4, Q04759, Q9Y2C9, Q9NPH3, P14174, Q99497, Q96ED9, P55085, Q15025, P07996	1705	22	2430	1.2956544921354307	0.9999971146662636	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0399~Innate immunity	65	2.2951977401129944	0.09597757834302623	Q9H0E2, Q9NUD5, Q15139, O75626, Q8IY21, Q9NRW3, Q8IXQ6, Q9C035, Q9Y2C9, Q9BT09, Q9BWS9, Q9NUE0, Q8WUQ7, Q01804, Q9Y3Z3, Q13325, Q14258, P01031, Q9UII4, Q13568, O75179, Q08AE8, Q9UJC3, Q86VP1, Q86WV6, O14879, P13164, P14174, Q9NPH3, P55085, P00973, O94919, P02675, Q53HC0, Q6SZW1, A7MCY6, O14514, P02671, Q14149, Q5VWQ8, Q460N5, P29590, O60828, Q3KP66, O14802, Q96PK6, Q96AZ6, P09871, Q8TDB6, Q15646, P09913, O95786, P09914, P31941, Q12899, O75113, Q86UT6, P17931, O60674, P51617, Q96ED9, Q14166, P10909, Q8IUX4	1705	83	2430	1.1161360986467865	0.9999999856755761	1.0	1.0
